Titulo,Review,Calificacion,FechaEstadia,Ciudad,Atraccion,TituloReview,Sentimiento,SentimientoHF
¡Una visita obligada!,Maravilloso lugar para visitar! El guía estaba bien informado sobre el sitio y explicó la importancia y configuración del espacio. Pudimos volver a ver las múltiples estructuras con información contextual.,5,2025-07-01,Cdmx,Basilica De La Virgen Guadalupe,¡Una visita obligada!. Maravilloso lugar para visitar! El guía estaba bien informado sobre el sitio y explicó la importancia y configuración del espacio. Pudimos volver a ver las múltiples estructuras con información contextual.,Positivo,Positivo
Hito cultural,"Es un lugar religioso muy apreciado. Consta tanto de la basílica antigua histórica como de la estructura moderna, dando a los visitantes una experiencia arquitectónica y espiritual diversa.",5,2024-12-01,Cdmx,Basilica De La Virgen Guadalupe,"Hito cultural. Es un lugar religioso muy apreciado. Consta tanto de la basílica antigua histórica como de la estructura moderna, dando a los visitantes una experiencia arquitectónica y espiritual diversa.",Positivo,Positivo
Increíble,"Nuestro guía turístico era extremadamente bien informado y servicial! El museo es increíble y hay mucho que ver y experimentar, así que sin duda recomiendo un guía cuando visite",4,2025-06-01,Cdmx,Basilica De La Virgen Guadalupe,"Increíble. Nuestro guía turístico era extremadamente bien informado y servicial! El museo es increíble y hay mucho que ver y experimentar, así que sin duda recomiendo un guía cuando visite.",Positivo,Positivo
Misas cada 1 hora !!,"Si eres católico, es un imperdible.Si no lo eres y tienes curiosidad por el manto de la Virgen de Guadalupe, vale la pena ir a verlo",5,2025-06-01,Cdmx,Basilica De La Virgen Guadalupe,"Misas cada 1 hora !!. Si eres católico, es un imperdible.Si no lo eres y tienes curiosidad por el manto de la Virgen de Guadalupe, vale la pena ir a verlo.",Positivo,Positivo
¡Unos de los lugares más sagrados del mundo!,"Sin duda alguna este es uno de los lugares más sagrados del mundo, dónde nuestra Virgen de Guadalupe apareció a San Juan Diego. Poder ver la imagen original de nuestra amada madre es una experiencia inolvidable, única y que nos hace sentir paz, amor y recargar nuestras vidas de cosas buenas y del amor divino de nuestro Padre y nuestra Madre celestial! Que hermoso es estar aquí y sentir todo este amor! Lugar increíble, sagrado y lleno de amor! Que Dios y nuestra Madre nos bendiga siempre!",5,2025-05-01,Cdmx,Basilica De La Virgen Guadalupe,"¡Unos de los lugares más sagrados del mundo!. Sin duda alguna este es uno de los lugares más sagrados del mundo, dónde nuestra Virgen de Guadalupe apareció a San Juan Diego. Poder ver la imagen original de nuestra amada madre es una experiencia inolvidable, única y que nos hace sentir paz, amor y recargar nuestras vidas de cosas buenas y del amor divino de nuestro Padre y nuestra Madre celestial! Que hermoso es estar aquí y sentir todo este amor! Lugar increíble, sagrado y lleno de amor! Que Dios y nuestra Madre nos bendiga siempre!.",Positivo,Positivo
Enorme basilika moderna,"Este es un buen ejemplo de cómo satisfacer las nuevas necesidades religiosas, pero preservando el medio ambiente tradicional. La basílica en sí es impresionante, pero hay otros siete edificios en la zona, así que habla tu tiempo para caminar",4,2025-04-01,Cdmx,Basilica De La Virgen Guadalupe,"Enorme basilika moderna. Este es un buen ejemplo de cómo satisfacer las nuevas necesidades religiosas, pero preservando el medio ambiente tradicional. La basílica en sí es impresionante, pero hay otros siete edificios en la zona, así que habla tu tiempo para caminar.",Positivo,Positivo
un museo escondido,un gran museo dentro existe un gran museo que pocos conocen un rincón con maravillas de arte novohispano muy recomendable para visitar después de visitar las dos iglesias tomar el tiempo para visitar el museo y disfrutar de grandes muestras de arte sobre todo una pinacoteca muy completa.,5,2025-03-01,Cdmx,Basilica De La Virgen Guadalupe,un museo escondido. un gran museo dentro existe un gran museo que pocos conocen un rincón con maravillas de arte novohispano muy recomendable para visitar después de visitar las dos iglesias tomar el tiempo para visitar el museo y disfrutar de grandes muestras de arte sobre todo una pinacoteca muy completa.,Positivo,Positivo
Anotar las horas de masa más actualizadas,Fue temprano en la mañana para evitar misa y hubo una misa. No en el sitio web. Caminamos por el terreno y volvimos a la Basílica. La reliquia se puede ver en la pasarela en movimiento incluso cuando está en misa.,5,2025-03-01,Cdmx,Basilica De La Virgen Guadalupe,Anotar las horas de masa más actualizadas. Fue temprano en la mañana para evitar misa y hubo una misa. No en el sitio web. Caminamos por el terreno y volvimos a la Basílica. La reliquia se puede ver en la pasarela en movimiento incluso cuando está en misa.,Positivo,Positivo
es todo un complejo religioso... un balsamo espiritual,"no es solo una Basilica, debes hacer el recorrido por todas las iglesias y capillas del complejo, primero eso si, admirar la imagen de Nuestra Señora, visita la tienda de la basilica, hay mucho arte religioso.",5,2024-11-01,Cdmx,Basilica De La Virgen Guadalupe,"es todo un complejo religioso... un balsamo espiritual. no es solo una Basilica, debes hacer el recorrido por todas las iglesias y capillas del complejo, primero eso si, admirar la imagen de Nuestra Señora, visita la tienda de la basilica, hay mucho arte religioso.",Positivo,Positivo
Gran lugar para pasar un par de horas,"Hermoso complejo de edificios y estatuas, bastante para caminar y ver. La mayor parte se cierra a las 5: 30 pm pero la basílica principal está abierta hasta las 9 pm. No preguntes por Santa María de Guadalupe solo por la Basílica de Guadalupe ya que hay otra más al norte. Todo es gratis.",5,2025-02-01,Cdmx,Basilica De La Virgen Guadalupe,"Gran lugar para pasar un par de horas. Hermoso complejo de edificios y estatuas, bastante para caminar y ver. La mayor parte se cierra a las 5: 30 pm pero la basílica principal está abierta hasta las 9 pm. No preguntes por Santa María de Guadalupe solo por la Basílica de Guadalupe ya que hay otra más al norte. Todo es gratis.",Positivo,Positivo
Believe you will experience God's Love,Calm and peaceful... I have got a chance to celebrate Holy Mass and Filled with positive energy after celebrating Holy Mass at the great alter... Thanks,5,2025-02-01,Cdmx,Basilica De La Virgen Guadalupe,Believe you will experience God's Love. Calm and peaceful... I have got a chance to celebrate Holy Mass and Filled with positive energy after celebrating Holy Mass at the great alter... Thanks.,Positivo,Positivo
Extraordinary space both inside and out,"Modern-ish church and square, both of huge and impressive size. A real family atmosphere with adults and children sitting and eating everywhere. A lovely place.",5,2025-01-01,Cdmx,Basilica De La Virgen Guadalupe,"Extraordinary space both inside and out. Modern-ish church and square, both of huge and impressive size. A real family atmosphere with adults and children sitting and eating everywhere. A lovely place.",Positivo,Positivo
The cloak..,"We came here as part of our tour. The Basilica itself it rather new and built to hold a large congregation, hence, does not have the grandger of old churchs. I think this place has more meaning for those who are religious. There is a moving sideway that goes under the hung image of the virgin cloak.",4,2025-01-01,Cdmx,Basilica De La Virgen Guadalupe,"The cloak.. We came here as part of our tour. The Basilica itself it rather new and built to hold a large congregation, hence, does not have the grandger of old churchs. I think this place has more meaning for those who are religious. There is a moving sideway that goes under the hung image of the virgin cloak.",Positivo,Neutro
Imponente,"“La Basílica de Guadalupe es un destino emblemático a nivel mundial y un lugar de gran importancia cultural y religiosa. Aunque tiene una infraestructura impresionante, cuenta con una fisura notable que no pasa desapercibida. Sin embargo, sigue siendo un sitio que vale la pena visitar y disfrutar.”",4,2025-01-01,Cdmx,Basilica De La Virgen Guadalupe,"Imponente. “La Basílica de Guadalupe es un destino emblemático a nivel mundial y un lugar de gran importancia cultural y religiosa. Aunque tiene una infraestructura impresionante, cuenta con una fisura notable que no pasa desapercibida. Sin embargo, sigue siendo un sitio que vale la pena visitar y disfrutar.”.",Positivo,Positivo
Great place to visit!!,"This place is wonderful, the architecture is perfect; great experience for believers 🙌. If you want to buy souvenirs, go to the mercado next to it as the prices are 50% cheaper than inside the basílica!!",5,2024-12-01,Cdmx,Basilica De La Virgen Guadalupe,"Great place to visit!!. This place is wonderful, the architecture is perfect; great experience for believers 🙌. If you want to buy souvenirs, go to the mercado next to it as the prices are 50% cheaper than inside the basílica!!.",Positivo,Positivo
Nice pilgrimage center ,"A nice pilgrimage center, although crowded, but not a long wait at any location within the center, not very accessible to English speaking crowd, to see the shroud we had to guess where the line is but it turned out correct in the end, there could be a long wait at the store, there is a museum but it would have been nice to have descriptions in English too!",4,2024-12-01,Cdmx,Basilica De La Virgen Guadalupe,"Nice pilgrimage center. A nice pilgrimage center, although crowded, but not a long wait at any location within the center, not very accessible to English speaking crowd, to see the shroud we had to guess where the line is but it turned out correct in the end, there could be a long wait at the store, there is a museum but it would have been nice to have descriptions in English too!.",Positivo,Positivo
Emocionante,"Un lugar imprescindible para cualquier cristiano que visite Ciudad De México. Las dos Basílicas y los alrededores, son lugares de culto y se nota la devoción de los visitantes. Realmente entrañable e inolvidable.",5,2024-11-01,Cdmx,Basilica De La Virgen Guadalupe,"Emocionante. Un lugar imprescindible para cualquier cristiano que visite Ciudad De México. Las dos Basílicas y los alrededores, son lugares de culto y se nota la devoción de los visitantes. Realmente entrañable e inolvidable.",Positivo,Positivo
İnteresting Basilica ,"Maybe not the biggest but one of the most important basilicas. Even Visited by popes multiple times. Some of the buildings are tilted, looks like they may collapse any time.",5,2024-12-01,Cdmx,Basilica De La Virgen Guadalupe,"İnteresting Basilica. Maybe not the biggest but one of the most important basilicas. Even Visited by popes multiple times. Some of the buildings are tilted, looks like they may collapse any time.",Positivo,Positivo
This is worth a visit even if you are not religious or Catholic.,"The major draw is the contemporary basilica, but I also suggest going up the hill to see the scenery and people. Amazing!",5,2024-12-01,Cdmx,Basilica De La Virgen Guadalupe,"This is worth a visit even if you are not religious or Catholic. The major draw is the contemporary basilica, but I also suggest going up the hill to see the scenery and people. Amazing!.",Positivo,Positivo
