Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaEstadia,Ciudad,Atraccion,TituloReview
"Pésima actitud del personal que toma fotos, te las venden a fuerza!!","El joven de las fotos se molestó por no comprarle una, pésima actitud de todo el personal. La que vende cervezas con una carota!! El lago lleno de basura, focas mal cuidadas, edificio e instalaciones en mal estado… que lástima que lo tengan así…",desconocido,2,anonimo,2025-07-01,Mazatlan,Acuario Mazatlan,"Pésima actitud del personal que toma fotos, te las venden a fuerza!!. El joven de las fotos se molestó por no comprarle una, pésima actitud de todo el personal. La que vende cervezas con una carota!! El lago lleno de basura, focas mal cuidadas, edificio e instalaciones en mal estado… que lástima que lo tengan así…."
Vacaciones familiares todo excelente menos el acuario ya 1que ni había los guías que nos dijieron que nos hiban a estar,Mala atención de toda la información mal dada sobre los shows y no nos guiaron correctamente sobre lo que había y podíamos disfrutar mientras estábamos en sus instalaciones,desconocido,3,anonimo,2025-04-01,Mazatlan,Acuario Mazatlan,Vacaciones familiares todo excelente menos el acuario ya 1que ni había los guías que nos dijieron que nos hiban a estar. Mala atención de toda la información mal dada sobre los shows y no nos guiaron correctamente sobre lo que había y podíamos disfrutar mientras estábamos en sus instalaciones.
Sad,Very disappointing not much to see and you have to pay extra for everything. Small dirty tanks. The bird show is the worst ….. when the guy finally stops screaming into the mic ( bring earplugs feels like eardrums will blow) they bring a bird out for a second then that’s it.,desconocido,1,"Orillia, Canadá",2025-03-01,Mazatlan,Acuario Mazatlan,Sad. Very disappointing not much to see and you have to pay extra for everything. Small dirty tanks. The bird show is the worst ….. when the guy finally stops screaming into the mic ( bring earplugs feels like eardrums will blow) they bring a bird out for a second then that’s it.
Acuario Mazatlán Costo excesivo.,"En mi caso, he tenido la oportunidad de visitar varios acuarios del país, como en ciudad de México, Guadalajara, Veracruz, cancun y ahora mazatlan.Mi humilde opinión es la siguiente:Por los casi $500 por adulto que cobran es caro para lo que ofrecen.El lugar es grande y enredoso. No hay quien pueda guiarte o ayudarte a poder hacer un itinerario y decir por donde empezar.En la cafetería SOLO había 1 persona para atender, ella cobraba, hacia los cafés y limpiaba. Para esto, tardo en atender a 4 personas en 40min. Increíble que no tuvieran personal para un día feriado.El pinguinario es decepcionante.Tienen muy poquitos pinguinos y las pocas pocas ventanas para verlos estan muy chicas para la cantidad de personas que pueden entrar al lugar. Mas bien es una pecera de pinguinos. Nada atractivo.Nada que ver con el pinguinario de Guadalajara, es otro mundo comparado con el de mazatlan. Ese está padrisimo, con muchos pinguinos de todos tamaños y el lugar para verlos es grande y esta super bien organizado, todos realmente disfrutan de verlos. La gente se mete a verlos 2 a tres veces más en un mismo día.Lo único que rescata parte de el acuario Mazatlán, es el show de Leones Marinos, se puede decir que es lo mejorcito de todo, junto con las peceras grandes donde tienen a los tiburones y la bonita ubicación natural del lugar.Pueden mejorarlo todavia mas y bajar los abusivos precios o poner promociones de 2x1 en ciertos dias.Calificación general: máximo un 7.",desconocido,3,"Mazatlán, México",2024-12-01,Mazatlan,Acuario Mazatlan,"Acuario Mazatlán Costo excesivo. En mi caso, he tenido la oportunidad de visitar varios acuarios del país, como en ciudad de México, Guadalajara, Veracruz, cancun y ahora mazatlan.Mi humilde opinión es la siguiente:Por los casi $500 por adulto que cobran es caro para lo que ofrecen.El lugar es grande y enredoso. No hay quien pueda guiarte o ayudarte a poder hacer un itinerario y decir por donde empezar.En la cafetería SOLO había 1 persona para atender, ella cobraba, hacia los cafés y limpiaba. Para esto, tardo en atender a 4 personas en 40min. Increíble que no tuvieran personal para un día feriado.El pinguinario es decepcionante.Tienen muy poquitos pinguinos y las pocas pocas ventanas para verlos estan muy chicas para la cantidad de personas que pueden entrar al lugar. Mas bien es una pecera de pinguinos. Nada atractivo.Nada que ver con el pinguinario de Guadalajara, es otro mundo comparado con el de mazatlan. Ese está padrisimo, con muchos pinguinos de todos tamaños y el lugar para verlos es grande y esta super bien organizado, todos realmente disfrutan de verlos. La gente se mete a verlos 2 a tres veces más en un mismo día.Lo único que rescata parte de el acuario Mazatlán, es el show de Leones Marinos, se puede decir que es lo mejorcito de todo, junto con las peceras grandes donde tienen a los tiburones y la bonita ubicación natural del lugar.Pueden mejorarlo todavia mas y bajar los abusivos precios o poner promociones de 2x1 en ciertos dias.Calificación general: máximo un 7."
Educativo ,"Esta bonito pero honestamente por el precio esperaba un poco más, hay algunas áreas que se notan un poco descuidadas, eso si hay una pecera que al entrar es impresionante y que ninguna foto le podría hacer justicia, dicen que la mayor parte del dinero se va a la investigación científica entonces fue la razón por la que a pesar del precio acudí. ",desconocido,4,"Ciudad de México, México",2024-12-01,Mazatlan,Acuario Mazatlan,"Educativo. Esta bonito pero honestamente por el precio esperaba un poco más, hay algunas áreas que se notan un poco descuidadas, eso si hay una pecera que al entrar es impresionante y que ninguna foto le podría hacer justicia, dicen que la mayor parte del dinero se va a la investigación científica entonces fue la razón por la que a pesar del precio acudí."
Un pedacito del mar de Cortés en la ciudad de Mazatlán …,"En realidad hay lugares enorme, y tiene muchas vitrinas muy grandes, con diversidad de especies; siento que el lugar está desaprovechado, y tienen muchos espectáculos, pero no nos dio tiempo visitarlos todos, podría mejorar la atención a los animales y hay mucha gente, por lo que tienes que hacer rápido, porque no puedes disfrutar de todas las pecerasVimos en espectáculo de aves y uno de lobos marinos , el espectáculo está aceptable, pero siento que le falta un poquito de más actividades Se ofrecían otras actividades por un costo adicional, como alimentar a las rayas o al unos pajaritos; pero se me hizo eso muy comercial En general bien, tienen una gran estructura como para aprovechar mejor el lugar y hacer de este acuario todavía mejor",desconocido,4,"Ciudad de México, México",2024-12-01,Mazatlan,Acuario Mazatlan,"Un pedacito del mar de Cortés en la ciudad de Mazatlán …. En realidad hay lugares enorme, y tiene muchas vitrinas muy grandes, con diversidad de especies; siento que el lugar está desaprovechado, y tienen muchos espectáculos, pero no nos dio tiempo visitarlos todos, podría mejorar la atención a los animales y hay mucha gente, por lo que tienes que hacer rápido, porque no puedes disfrutar de todas las pecerasVimos en espectáculo de aves y uno de lobos marinos , el espectáculo está aceptable, pero siento que le falta un poquito de más actividades Se ofrecían otras actividades por un costo adicional, como alimentar a las rayas o al unos pajaritos; pero se me hizo eso muy comercial En general bien, tienen una gran estructura como para aprovechar mejor el lugar y hacer de este acuario todavía mejor."
Such a beautiful Aquarium,"Very impressive. The small tanks were filled with a variety of marine live. The largest tank was very impressive. The signage was all in Spanish. We could understand some of it. It was clear that, as with most modern aquariums, education is very important: keeping the oceans clean, the importance of coastal protection, etc. One pool had mangrove trees, you could see the roots and the fish swimming among them.We had a very nice mid-day visit. Plenty of staff to help direct visitors around.",desconocido,5,"Olimpia, WA",2024-10-01,Mazatlan,Acuario Mazatlan,"Such a beautiful Aquarium. Very impressive. The small tanks were filled with a variety of marine live. The largest tank was very impressive. The signage was all in Spanish. We could understand some of it. It was clear that, as with most modern aquariums, education is very important: keeping the oceans clean, the importance of coastal protection, etc. One pool had mangrove trees, you could see the roots and the fish swimming among them.We had a very nice mid-day visit. Plenty of staff to help direct visitors around."
Precios altos por poco servicio,"Pocos señalamientos de rutas de acceso a los diversos atractivos.En el área de las peceras, la gente se pierde entre escaleras y elevador, por falta de letreros y personal.Costo extra por interactuar con pinguino y mantaraya.Esperábamos mucho más atendiendo al costo de estrada.Fuimos en temporada alta y el show de lobos marinos con sobrecupo.La exhibición con los buzos fue lo que más nos gustó.",desconocido,2,"Coahuila, México",2024-07-01,Mazatlan,Acuario Mazatlan,"Precios altos por poco servicio. Pocos señalamientos de rutas de acceso a los diversos atractivos.En el área de las peceras, la gente se pierde entre escaleras y elevador, por falta de letreros y personal.Costo extra por interactuar con pinguino y mantaraya.Esperábamos mucho más atendiendo al costo de estrada.Fuimos en temporada alta y el show de lobos marinos con sobrecupo.La exhibición con los buzos fue lo que más nos gustó."
Hermoso edificio y gran experiencia.,"El acuario está hermoso. La arquitecta Tatiana Bilbao y su equipo hicieron una obra maestra. La experiencia del acuario en sí es muy buena, te contextualiza en los hábitats del Mar de Cortés. Un poco caro para mi gusto.",desconocido,5,"Ciudad Guzmán, México",2024-07-01,Mazatlan,Acuario Mazatlan,"Hermoso edificio y gran experiencia. El acuario está hermoso. La arquitecta Tatiana Bilbao y su equipo hicieron una obra maestra. La experiencia del acuario en sí es muy buena, te contextualiza en los hábitats del Mar de Cortés. Un poco caro para mi gusto."
Nos fuimos hasta depues de una hora por el disorden el el clima,"1) Deben tener unos empleos dedicados para ayudar con el proceso de comprar boletos via Qr codigo..fue muy confuso.  2) deben dar boletos para las shows asi segura un lugar deves de esperar casi 2 horas en el razo de sol para entrar al show, sin garantia de silla.  Asi aprendan de Xcarte en Cancun. 3) deben guiar y manejar ciertas # de familias y gente con limites a cada exhibacion...asi no se montona la gente no dejar ni leer o disfrutar de los exhibits...4) recordar a la gente que se puede subir 14 personas en elevador..hoy estaban entrando nada mas 4 personas y cierraban...mi hermana y yo hacimos el anuncio que pueden subirse 14 personas..or el peso...",desconocido,2,"Mesa, AZ",2024-07-01,Mazatlan,Acuario Mazatlan,"Nos fuimos hasta depues de una hora por el disorden el el clima. 1) Deben tener unos empleos dedicados para ayudar con el proceso de comprar boletos via Qr codigo..fue muy confuso.  2) deben dar boletos para las shows asi segura un lugar deves de esperar casi 2 horas en el razo de sol para entrar al show, sin garantia de silla.  Asi aprendan de Xcarte en Cancun. 3) deben guiar y manejar ciertas # de familias y gente con limites a cada exhibacion...asi no se montona la gente no dejar ni leer o disfrutar de los exhibits...4) recordar a la gente que se puede subir 14 personas en elevador..hoy estaban entrando nada mas 4 personas y cierraban...mi hermana y yo hacimos el anuncio que pueden subirse 14 personas..or el peso..."
Buen lugar para visitar!,"Lugar bonito, áreas verdes hermosas, muy amplio, los estanques y los peces se ven bien cuidados, también las instalaciones, pienso que el costo es elevado sobre todo también porque aparte te cobran por entrar a ver los pingüinos y otras actividades como alimentar a las aves, pienso que deben poner más horarios para las actividades que son mostradas por el personal porque si hay mucha demanda",desconocido,4,anonimo,2024-06-01,Mazatlan,Acuario Mazatlan,"Buen lugar para visitar!. Lugar bonito, áreas verdes hermosas, muy amplio, los estanques y los peces se ven bien cuidados, también las instalaciones, pienso que el costo es elevado sobre todo también porque aparte te cobran por entrar a ver los pingüinos y otras actividades como alimentar a las aves, pienso que deben poner más horarios para las actividades que son mostradas por el personal porque si hay mucha demanda."
Recomendado,"Hermosa experiencia, majestuoso lo que esconde el mar de cortez muy recomendado para todas las edades, recomendado llevar bloqueador",desconocido,5,"Cancún, México",2023-08-01,Mazatlan,Acuario Mazatlan,"Recomendado. Hermosa experiencia, majestuoso lo que esconde el mar de cortez muy recomendado para todas las edades, recomendado llevar bloqueador."
Precio alto pero agradable para unas horas y zona muy bonita.,"Nos encanta visitar acuarios y esto nos dio algo que hacer cuando estábamos en el puerto en un crucero. El precio de entrada fue un poco caro considerando el tamaño del lugar y las cosas disponibles para ver en comparación con otros lugares en los que hemos estado en los EE. UU. Pero nos dio algo que hacer durante el día y lo disfrutamos. Los espectáculos estaban incluidos en el precio. . . Sólo debes saber que todo se hace en español. Entonces, si no sabes español, no tendrás ni idea de lo que dicen durante los espectáculos. Vimos el espectáculo de aves y estuvo bien. Sin embargo, el espectáculo de guacamayos afuera fue increíble al verlos liberarlos y volaron por todas partes (lejos) y dieron vueltas en círculos varias veces y regresaron en el momento justo. También vimos el espectáculo de leones marinos, que fue lindo y entretenido. Nuestra zona favorita era el acuario con múltiples pisos de vida marina para ver. Los tanques eran bastante impresionantes. También tienen una exhibición de flamencos, pingüinos y múltiples aves para ver. Tienen un tanque para acariciar adentro y puedes tocar las mantarrayas y las estrellas de mar y no olvides caminar dentro del aviario de aves para ver de cerca los loros y guacamayos mientras vuelan sobre tu cabeza. Los jardines eran bonitos y un buen lugar para caminar. Puedes conseguir bebidas allí en el área del acuario. Gran lugar para pasar varias horas en Mazatlán.",desconocido,4,"Grove City, OH",2024-04-01,Mazatlan,Acuario Mazatlan,"Precio alto pero agradable para unas horas y zona muy bonita. Nos encanta visitar acuarios y esto nos dio algo que hacer cuando estábamos en el puerto en un crucero. El precio de entrada fue un poco caro considerando el tamaño del lugar y las cosas disponibles para ver en comparación con otros lugares en los que hemos estado en los EE. UU. Pero nos dio algo que hacer durante el día y lo disfrutamos. Los espectáculos estaban incluidos en el precio. . . Sólo debes saber que todo se hace en español. Entonces, si no sabes español, no tendrás ni idea de lo que dicen durante los espectáculos. Vimos el espectáculo de aves y estuvo bien. Sin embargo, el espectáculo de guacamayos afuera fue increíble al verlos liberarlos y volaron por todas partes (lejos) y dieron vueltas en círculos varias veces y regresaron en el momento justo. También vimos el espectáculo de leones marinos, que fue lindo y entretenido. Nuestra zona favorita era el acuario con múltiples pisos de vida marina para ver. Los tanques eran bastante impresionantes. También tienen una exhibición de flamencos, pingüinos y múltiples aves para ver. Tienen un tanque para acariciar adentro y puedes tocar las mantarrayas y las estrellas de mar y no olvides caminar dentro del aviario de aves para ver de cerca los loros y guacamayos mientras vuelan sobre tu cabeza. Los jardines eran bonitos y un buen lugar para caminar. Puedes conseguir bebidas allí en el área del acuario. Gran lugar para pasar varias horas en Mazatlán."
