Titulo,Review,Calificacion,FechaEstadia,Ciudad,Atraccion,TituloReview,TituloReviewLimpio,SentimientoPorCalificacion,SentimientoPorHF,SentimientoPorCardiff,SubjetividadConHF,SubjetividadConFrases,SubjetividadConLLM,TopicoConBERTopic,TopicoConFASTopic,labels_parsed,num_labels,TopicoConLLM_gpt-4o-mini,TopicoConLLM_gpt-4.1-mini
malecón,"Ir temprano o ya que baje el sol en verano, retratarse en las letras es básico, caminar y ver todo lo que venden. ",4,2023-08-01,Mazatlan,Malecon De Mazatlan,"malecón. Ir temprano o ya que baje el sol en verano, retratarse en las letras es básico, caminar y ver todo lo que venden.",malecon ir o ya que bajar el sol en verano retratar él en el letra ser caminar y ver todo él que vender,Positivo,Negativo,Neutro,Subjetivo,Objetivo,Mixta,,Miradores y paseos panorámicos,"[5, 8]",2,"[1, 5]","[5, 8]"
Evita Mazatlán su segundo mundo,"Contratamos un pulmon a para salir de allí lo más rápido posible después de ser estafados del autobús turístico de los cruceros. Entramos en una tienda y mi hijo adolescente se sentó frente al ventilador mientras yo estaba de compras. El hombre giró el abanico hacia los zapatos. Cuando le preguntamos por qué, respondió 'Puedo venderte el ventilador', qué increíblemente terrible para los negocios y grosero. No mereces que los turistas vengan a tu ciudad. Mazatlán no es limpio ni seguro y ese malecón está sucio. no te molestes",1,2023-07-01,Mazatlan,Malecon De Mazatlan,"Evita Mazatlán su segundo mundo. Contratamos un pulmon a para salir de allí lo más rápido posible después de ser estafados del autobús turístico de los cruceros. Entramos en una tienda y mi hijo adolescente se sentó frente al ventilador mientras yo estaba de compras. El hombre giró el abanico hacia los zapatos. Cuando le preguntamos por qué, respondió 'Puedo venderte el ventilador', qué increíblemente terrible para los negocios y grosero. No mereces que los turistas vengan a tu ciudad. Mazatlán no es limpio ni seguro y ese malecón está sucio. no te molestes.",evitar mazatlan su segundo mundo contratar uno pulmon a para salir de alli él mas rapido posible despu de ser estafar del autobus turistico de el crucero entrar en uno tienda y mi hijo adolescente sento frente al ventilador mientras yo estar de compra el hombre giro el abanico hacia el zapato cuando él preguntar por que respondio poder vendertir el ventilador que increiblemente terrible para el negocio y grosero no merecer que el turista vengar a tu ciudad mazatlar no ser limpio ni seguro y ese malecon este sucio no tú molestser,Negativo,Negativo,Negativo,Subjetivo,Mixta,Mixta,,Vida marina y espectáculos,"[11, 13]",2,"[2, 10, 11]","[2, 5, 10, 11]"
"El Malecón fue reconstruido el año pasado para agregar ciclovías, palmeras y nueva iluminación.",Es un bulevar muy popular con muchos restaurantes y estatuas a lo largo de unos 6 km. desde Valentinos hasta Olas Altas. Es un gran lugar para nadar ya que está protegido por 3 islas frente a la costa. Los pescadores traen sus capturas de camarones y pescado temprano en la mañana a excelentes precios.,5,2023-06-01,Mazatlan,Malecon De Mazatlan,"El Malecón fue reconstruido el año pasado para agregar ciclovías, palmeras y nueva iluminación. Es un bulevar muy popular con muchos restaurantes y estatuas a lo largo de unos 6 km. desde Valentinos hasta Olas Altas. Es un gran lugar para nadar ya que está protegido por 3 islas frente a la costa. Los pescadores traen sus capturas de camarones y pescado temprano en la mañana a excelentes precios.",el malecon ser reconstruir el ano para agregar ciclovia palmera y nuevo iluminacion ser uno bulevar mucho popular con mucho restaurante y estatua a él largo de uno km desde valentino hasta ola alto ser uno gran lugar para nadar ya que este protegido por isla frente a el costa el pescador traer su captura de camarón y pescado temprano en el manana a excelente precio,Positivo,Positivo,Positivo,Objetivo,Mixta,Mixta,,Servicios y atención turística,"[0, 1, 8, 9]",4,"[1, 5, 8, 9]","[1, 5, 8, 9]"
muy bonito pero muy caro.,"muy bonito el malecon. para los que no llevan alimentos incluidos en su estancia hay que considerar que es un poco caro comer alla, muy rico pero algo caro.",5,2023-06-01,Mazatlan,Malecon De Mazatlan,"muy bonito pero muy caro. muy bonito el malecon. para los que no llevan alimentos incluidos en su estancia hay que considerar que es un poco caro comer alla, muy rico pero algo caro.",mucho pero mucho mucho el malecon para el que no llevar alimento en su estancia haber que considerar que ser uno poco comer alla mucho pero algo,Positivo,Positivo,Negativo,Subjetivo,Subjetivo,Mixta,,Vida marina y espectáculos,"[1, 12]",2,"[0, 1]","[1, 8]"
Me enamore de Mazatlán 😍,"Me encanto la playa, el clima, el atardecer, el ambiente nocturno es muy bueno. Tiene muchos lugares para visitar, se come delicioso, toda una experiencia subirte a una pulmonía. Sin duda voy a regresar.",5,2023-05-01,Mazatlan,Malecon De Mazatlan,"Me enamore de Mazatlán 😍. Me encanto la playa, el clima, el atardecer, el ambiente nocturno es muy bueno. Tiene muchos lugares para visitar, se come delicioso, toda una experiencia subirte a una pulmonía. Sin duda voy a regresar.",yo enamorar de mazatlar yo encantar el playa el clima el atardecer el ambiente nocturno ser mucho bueno tener mucho lugar para visitar él comar delicioso todo uno experiencia subirte a uno pulmonia sin duda ir a regresar,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Vida nocturna y gastronomía,"[1, 2, 7, 8, 9]",5,"[1, 2, 7, 9]","[1, 2, 7, 9]"
Malecón de Mazatlán,"Muy bonita vista pero llena de vendedores ambulantes y turistas. Estuvimos allí a las 8:30 am y se estaba llenando. No es nuestro malecón favorito, ¡pero vale la pena visitarlo por la vista!",3,2023-05-01,Mazatlan,Malecon De Mazatlan,"Malecón de Mazatlán. Muy bonita vista pero llena de vendedores ambulantes y turistas. Estuvimos allí a las 8:30 am y se estaba llenando. No es nuestro malecón favorito, ¡pero vale la pena visitarlo por la vista!.",malecon de mazatlan mucho bonito visto pero lleno de vendedor ambulante y turista estuvimo alli a el am y él estar llenar no ser nuestro malecon favorito pero valer el pena visitar él por el vista,Neutro,Neutro,Positivo,Subjetivo,Mixta,Mixta,,Patrimonio cultural e historia,[5],1,"[1, 5]","[5, 8]"
Hermosas playas,"Teníamos otra excursión reservada para no detenernos en las playas, pero hemos estado en Mazatlán antes y las disfrutamos muchísimo.",5,2023-04-01,Mazatlan,Malecon De Mazatlan,"Hermosas playas. Teníamos otra excursión reservada para no detenernos en las playas, pero hemos estado en Mazatlán antes y las disfrutamos muchísimo.",playa teniar otro excursion para no detener yo en el playa pero haber estar en mazatlan antes y el disfrutar muchisimo,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Mixta,,Playas y entorno natural,[9],1,[9],[9]
Recórrelo a pie con buenos tenis.,"Recórrelo a pie de día y de noche. Es uno de los más largos del mundo, puedes observar diversas esculturas , restaurantes y sobre todo el paisaje.  Ver el atardecer desde cualquier punto es hermosisimo. A todas horas hay música de banda que se disfruta mucho.",5,2023-04-01,Mazatlan,Malecon De Mazatlan,"Recórrelo a pie con buenos tenis. Recórrelo a pie de día y de noche. Es uno de los más largos del mundo, puedes observar diversas esculturas , restaurantes y sobre todo el paisaje.  Ver el atardecer desde cualquier punto es hermosisimo. A todas horas hay música de banda que se disfruta mucho.",recorrelo a pie con buen tenis recorrelo a pie de dia y de noche ser uno de el mas largo del mundo poder observar diverso escultura restaurante y sobre todo el paisaje ver el atardecer desde cualquiera punto ser hermosisimo a todo hora haber musico de banda que él disfrutar mucho,Positivo,Positivo,Positivo,Subjetivo,Mixta,Mixta,,Vida nocturna y gastronomía,"[1, 4, 7, 8]",4,"[1, 4, 7, 8]","[1, 4, 7, 8]"
Día en el paraíso con Tito nuestro guía turístico mexicano,"Mi esposa y yo tuvimos un maravilloso recorrido de un día completo con guías increíbles, su nombre era Tito. por favor, búscalo cuando visites allí, no te arrepentirás. Recorremos muchos de los lugares hermosos de Mazatlán y escondemos gemas en nuestros ojos, amamos la ciudad, la gente solo todo el día de turismo.",5,2023-03-01,Mazatlan,Malecon De Mazatlan,"Día en el paraíso con Tito nuestro guía turístico mexicano. Mi esposa y yo tuvimos un maravilloso recorrido de un día completo con guías increíbles, su nombre era Tito. por favor, búscalo cuando visites allí, no te arrepentirás. Recorremos muchos de los lugares hermosos de Mazatlán y escondemos gemas en nuestros ojos, amamos la ciudad, la gente solo todo el día de turismo.",diar en el paraiso con tito nuestro guia mexicano mi esposa y yo tener uno recorrido de uno dia con guia su nombre ser tito por favor buscalo cuando visit alli no tú arrepentirar recorrer mucho de el lugar de mazatlan y esconder gema en nuestro ojo amamos el ciudad el gente solo todo el dia de turismo,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Mixta,,Patrimonio cultural e historia,[4],1,[4],"[4, 10]"
"Limpio, seguro, largo paseo marítimo junto al mar.","Increíble baño de bicicletas separado, lejos de automóviles y peatones. piso para ciclistas principiantes.Camine, muchos lugares donde hay escalones para ir a la playa.Tome un autobús, autobuses más grandes y altos para que pueda tener una vista de la playa. $ 1 por trayecto. También puede pagar los autobuses turísticos de dos pisos.Muchos restaurantes en la playa.Observe cómo entran los pescadores y cómo observan las diferentes aves. cerca del parque infantil, cancha de baloncesto.",5,2023-03-01,Mazatlan,Malecon De Mazatlan,"Limpio, seguro, largo paseo marítimo junto al mar. Increíble baño de bicicletas separado, lejos de automóviles y peatones. piso para ciclistas principiantes.Camine, muchos lugares donde hay escalones para ir a la playa.Tome un autobús, autobuses más grandes y altos para que pueda tener una vista de la playa. $ 1 por trayecto. También puede pagar los autobuses turísticos de dos pisos.Muchos restaurantes en la playa.Observe cómo entran los pescadores y cómo observan las diferentes aves. cerca del parque infantil, cancha de baloncesto.",pasear al mar bano de bicicleta lejos de automovil y peatón piso para ciclista mucho lugar donde haber escalón para ir el playa tomar uno autobus autobús mas grande y alto para que poder tener uno vista de el playa por trayecto tambien poder pagar el autobús turistico de dos piso mucho restaurante en el playa observar como entrar el pescador y como observar el diferente ave cerca del parque infantil cancha de baloncesto,Positivo,Positivo,Positivo,Subjetivo,Mixta,Mixta,,Playas y entorno natural,"[1, 2, 8]",3,"[0, 2, 8, 9, 10, 12]","[1, 2, 8, 9, 10]"
Malecón.,Caminar por el Malecón en cualquier momento es genial. Madrugadas al amanecer o paseos vespertinos al atardecer. Nunca defrauda.,5,2023-03-01,Mazatlan,Malecon De Mazatlan,Malecón. Caminar por el Malecón en cualquier momento es genial. Madrugadas al amanecer o paseos vespertinos al atardecer. Nunca defrauda.,malecon caminar por el malecon en cualquiera momento ser genial madrugada al amanecer o paseo vespertino al atardecer nunca defraudar,Positivo,Positivo,Positivo,Subjetivo,Mixta,Subjetiva,,Miradores y paseos panorámicos,[8],1,[8],[8]
Enorme y Hermos,"Toda una experiencia el Carnaval recorrer todo el malecon con musica, bailes y ambiente familiar. Excelente",5,2023-02-01,Mazatlan,Malecon De Mazatlan,"Enorme y Hermos. Toda una experiencia el Carnaval recorrer todo el malecon con musica, bailes y ambiente familiar. Excelente.",y todo uno experiencia el carnaval recorrer todo el malecon con musica bail y ambiente,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Vida nocturna y gastronomía,[3],1,[3],"[3, 10]"
Hermoso,"La caminata es larga pero vale totalmente la pena, es uno de los más grandes del mundo y definitivamente hay que conocerlo.",5,2023-02-01,Mazatlan,Malecon De Mazatlan,"Hermoso. La caminata es larga pero vale totalmente la pena, es uno de los más grandes del mundo y definitivamente hay que conocerlo.",el caminata ser pero valer totalmente el pena ser uno de el mas del mundo y definitivamente haber que conocer él,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Mixta,,Miradores y paseos panorámicos,[8],1,[8],[8]
Caminata obligada...,"Nada como caminar escuchando el sonido del mar, las olas llegar a la playa, algo completamente relajante... a excepción de la contaminación auditiva que producen las famosas pulmonías, lo ahora de moda vehículos Razers que hay para rentar y las camionetas rojas para paseo de turistas... Algo en contra, algo de basura dejada por los turistas: latas, envolturas de distintos productos, pero mas allá de eso, un lugar muy agradable.",5,2023-02-01,Mazatlan,Malecon De Mazatlan,"Caminata obligada... Nada como caminar escuchando el sonido del mar, las olas llegar a la playa, algo completamente relajante... a excepción de la contaminación auditiva que producen las famosas pulmonías, lo ahora de moda vehículos Razers que hay para rentar y las camionetas rojas para paseo de turistas... Algo en contra, algo de basura dejada por los turistas: latas, envolturas de distintos productos, pero mas allá de eso, un lugar muy agradable.",caminatar nada como caminar escuchar el sonido del mar el ola llegar a el playa algo completamente relajante a excepcion de el contaminacion auditivo que producir el famoso pulmonia él ahora de moda vehicu él razer que haber para rentar y el camioneta rojo para paseo de turista algo en contra algo de basura dejado por el turista lata envoltura de distinto producto pero mas alla de ese uno lugar mucho agradable,Positivo,Neutro,Negativo,Subjetivo,Mixta,Mixta,,Playas y entorno natural,"[8, 13]",2,"[2, 8]","[2, 8, 9, 11]"
"Fantástico el viaje, valió la pena el haber decidido ir a Mazatlán","El carnaval es todo un espectáculo, la gente mazatleca muy amable con todos los turistas, caminar por todo el malecón es muy confortante y visitar el mirador y la isla de piedra",5,2023-02-01,Mazatlan,Malecon De Mazatlan,"Fantástico el viaje, valió la pena el haber decidido ir a Mazatlán. El carnaval es todo un espectáculo, la gente mazatleca muy amable con todos los turistas, caminar por todo el malecón es muy confortante y visitar el mirador y la isla de piedra.",el viaje valio el pena el haber decidir ir a mazatlar el carnaval ser todo uno espectaculo el gente mazatleco mucho amable con todo el turista caminar por todo el malecon ser mucho confortante y visitar el mirador y el isla de piedra,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Vida nocturna y gastronomía,"[3, 8, 10]",3,"[3, 8, 10]","[3, 8, 10]"
