Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia,Ciudad,Atraccion,TituloReview,Sentimiento,SentimientoHF
Un paseo de verdad,"Una avenida vehicular pero con toda la comodidad para el peatón, mucho comercio y variada oferta gastronómica y comercial, sin olvidar las mejores vistas del DF moderno, se puede recorrer a pie o en Metro-bus desde Hidalgo hasta Chapultepec.",desconocido,5,"Medellín, Colombia",2022-02-03,2022-01-01,Cdmx,Paseo De La Reforma,"Un paseo de verdad Una avenida vehicular pero con toda la comodidad para el peatón, mucho comercio y variada oferta gastronómica y comercial, sin olvidar las mejores vistas del DF moderno, se puede recorrer a pie o en Metro-bus desde Hidalgo hasta Chapultepec.",Positivo,Positivo
Bonito Espacio Urbano,"Hay mucho espacio para caminar junto a este bulevar muy amplio y concurrido en una de las zonas más agradables de la Ciudad de México. Es una vía urbana típica en la que hay una mezcla de negocios, desde cafeterías hasta cafés, bancos y otros lugares no turísticos. Un montón de árboles para mantener el sol y el ruido bajo control. Toneladas de paseadores de perros.",desconocido,3,anonimo,2022-01-23,2022-01-01,Cdmx,Paseo De La Reforma,"Bonito Espacio Urbano Hay mucho espacio para caminar junto a este bulevar muy amplio y concurrido en una de las zonas más agradables de la Ciudad de México. Es una vía urbana típica en la que hay una mezcla de negocios, desde cafeterías hasta cafés, bancos y otros lugares no turísticos. Un montón de árboles para mantener el sol y el ruido bajo control. Toneladas de paseadores de perros.",Neutro,Positivo
Renta de bicicletas los domingos por la mañana en Paseo de la Reforma,"Adorable. Alquilamos bicicletas de Ecobici (115 pesos por una membresía de 1 día) y anduvimos en bicicleta desde el Auditorio Nacional hasta el z calo y de regreso. Tomó alrededor de 2 horas en total. Los domingos por la mañana se bloquea 1 carril de la avenida solo para corredores/ciclistas, etc. Miles de personas haciendo ejercicio, El Ángel de la Independencia, Alameda Central. Palacio de Bellas Artes. Simplemente excelente! !",Amigos,5,"Washington DC, Distrito de Columbia",2021-11-21,2021-11-01,Cdmx,Paseo De La Reforma,"Renta de bicicletas los domingos por la mañana en Paseo de la Reforma Adorable. Alquilamos bicicletas de Ecobici (115 pesos por una membresía de 1 día) y anduvimos en bicicleta desde el Auditorio Nacional hasta el z calo y de regreso. Tomó alrededor de 2 horas en total. Los domingos por la mañana se bloquea 1 carril de la avenida solo para corredores/ciclistas, etc. Miles de personas haciendo ejercicio, El Ángel de la Independencia, Alameda Central. Palacio de Bellas Artes. Simplemente excelente! !",Positivo,Positivo
Bonito lugar para pasear,"Hermosa y concurrida avenida con muchas estatuas y rascacielos increíbles. Puede encontrar tantos restaurantes, hoteles, tiendas y museos en esta área.",desconocido,5,"Wilmington, Carolina del Norte",2021-11-15,2021-11-01,Cdmx,Paseo De La Reforma,"Bonito lugar para pasear Hermosa y concurrida avenida con muchas estatuas y rascacielos increíbles. Puede encontrar tantos restaurantes, hoteles, tiendas y museos en esta área.",Positivo,Positivo
"Gran Experiencia,  excelente servicio 👍","Las bebidas excelentes, la entrada unas empanadas Mansion deliciosas, los cortes en su.punto, el postre pastel de chocolate mmmhhh y un super detalle minhija estaba haciendo tarea y le.acomodaron una lámpara para trabajar agusto (los detalles cuentan), gracias Omar, Diana y Antonio muy atentos.",Familia,5,anonimo,2021-11-05,2021-10-01,Cdmx,Paseo De La Reforma,"Gran Experiencia,  excelente servicio 👍 Las bebidas excelentes, la entrada unas empanadas Mansion deliciosas, los cortes en su.punto, el postre pastel de chocolate mmmhhh y un super detalle minhija estaba haciendo tarea y le.acomodaron una lámpara para trabajar agusto (los detalles cuentan), gracias Omar, Diana y Antonio muy atentos.",Positivo,Positivo
Gran experiencia,"La experiencia increíble el domingo, toda la Avenida La Reforma está abierta para ciclistas y corredores, es genial. ambiente increible",Pareja,5,Florida,2021-10-30,2021-10-01,Cdmx,Paseo De La Reforma,"Gran experiencia La experiencia increíble el domingo, toda la Avenida La Reforma está abierta para ciclistas y corredores, es genial. ambiente increible",Positivo,Positivo
Gran lugar para caminar,Caminé muchos kilómetros por esta calle. ¡Es tan agradable caminar aquí ya que hay tantos árboles! . . . y muchos sitios donde parar a comer oa tomar algo!,desconocido,5,"Chicago, IL",2021-10-26,2021-10-01,Cdmx,Paseo De La Reforma,Gran lugar para caminar Caminé muchos kilómetros por esta calle. ¡Es tan agradable caminar aquí ya que hay tantos árboles! . . . y muchos sitios donde parar a comer oa tomar algo!,Positivo,Positivo
Viaje en metro bus,"desde el metro bus con tan solo 6 pesos conoces prácticamente todo este paseo por la calle la reforma , muy hermoso . importante comprar una tarjeta recargable para poder hacer uso del Metro Bus sin ningún problema, económico  y cómodo y la vista hermosa.",desconocido,4,yury1292,2021-10-18,2021-10-01,Cdmx,Paseo De La Reforma,"Viaje en metro bus desde el metro bus con tan solo 6 pesos conoces prácticamente todo este paseo por la calle la reforma , muy hermoso . importante comprar una tarjeta recargable para poder hacer uso del Metro Bus sin ningún problema, económico  y cómodo y la vista hermosa.",Positivo,Positivo
Impresionante,"Una avenida a la altura de cualquiera del mundo, hermosa, llena de historia, belleza, restaurantes, oficinas, y una vista hermosa",desconocido,5,"Ciudad de México, México",2021-10-15,2021-10-01,Cdmx,Paseo De La Reforma,"Impresionante Una avenida a la altura de cualquiera del mundo, hermosa, llena de historia, belleza, restaurantes, oficinas, y una vista hermosa",Positivo,Positivo
"Cerrado al tráfico los domingos, buen momento para observar perros","Una hermosa avenida llena de bellas estatuas, jardines y muchos árboles. Es un agradable paseo hasta el parque de Chapultepec. Si no te gusta mucho caminar, el autobús número 7 pasa por esta calle.Tenga en cuenta que los carriles centrales están cerrados los domingos. En estos días toda la ciudad sale en bicicletas, patines y scooters a recorrer Reforma. Fue genial para escupir perros. Vi cuatro pomeranias en bicicleta, un gato en una mochila y un dóberman con DOS cadenas de oro.",Solitario,4,"San Francisco, CA",2021-09-28,2021-09-01,Cdmx,Paseo De La Reforma,"Cerrado al tráfico los domingos, buen momento para observar perros Una hermosa avenida llena de bellas estatuas, jardines y muchos árboles. Es un agradable paseo hasta el parque de Chapultepec. Si no te gusta mucho caminar, el autobús número 7 pasa por esta calle.Tenga en cuenta que los carriles centrales están cerrados los domingos. En estos días toda la ciudad sale en bicicletas, patines y scooters a recorrer Reforma. Fue genial para escupir perros. Vi cuatro pomeranias en bicicleta, un gato en una mochila y un dóberman con DOS cadenas de oro.",Positivo,Positivo
Preciosa Avenida,"Tiene una semejanza a los Campos Eliseo o a la 9 de julio en Buenos Aires. Muy bonita Avenida, amplia y con varios lugares para visitar.",desconocido,5,"Guayaquil, Ecuador",2021-09-28,2021-09-01,Cdmx,Paseo De La Reforma,"Preciosa Avenida Tiene una semejanza a los Campos Eliseo o a la 9 de julio en Buenos Aires. Muy bonita Avenida, amplia y con varios lugares para visitar.",Positivo,Positivo
Zona muy bonita y segura,"Hermoso barrio, tan bonito todo, muchos restaurantes , es como cualquier restaurante es genial, desde un simple hasta un lujo, todo genial, las calles son muy encantadoras, muy verdes, se siente como si no hubiera contaminación en absoluto, sé que tenía, pero no lo sentía. Nos alojamos en un hotel luego airbnb, todo muy bonito, todo bien hecho, buenas calles, super seguro , muchas cosas que hacer alrededor",Pareja,5,anonimo,2025-03-22,2025-03-01,Cdmx,Polanco,"Zona muy bonita y segura Hermoso barrio, tan bonito todo, muchos restaurantes , es como cualquier restaurante es genial, desde un simple hasta un lujo, todo genial, las calles son muy encantadoras, muy verdes, se siente como si no hubiera contaminación en absoluto, sé que tenía, pero no lo sentía. Nos alojamos en un hotel luego airbnb, todo muy bonito, todo bien hecho, buenas calles, super seguro , muchas cosas que hacer alrededor",Positivo,Positivo
¡Qué buen lugar!,"Esta semana - fin, fuimos a CDMX a hacer nuestro pasaporte francés, nos alojamos en un hotel en Polanco cerca de la embajada francesa, pero nunca pensamos que la experiencia sería tan buena. El lugar es maravilloso, es una mezcla de ciudad moderna, ciudad vieja mexicana y tienen muy buena vibra que se puede comparar con la vibra de SanFrasisco pero con ese pequeño toque mexicano. El lugar está lleno de turistas por lo que de ustedes vienen de otro país, la probabilidad de ver a alguien que vienen de su país es muy alta y eso es algo muy positivo para mí. Entonces hablemos de la diversidad de los restaurantes, desde el francés al italiano, pasando por el portugués y el restaurante mexicano, todo lo que necesita gastronómicamente hablando está aquí en Polanco (recomiendo ir a comer a las 7 donde la vibra está en su máximo potencial). Después de la comida puedes ir a disfrutar de una increíble sesión de compras, con una calle que tiene todas las marcas de lujo como LV, GG, etc, el palacio de hierro más grande de México y Antara a 5 minutos del palacio de hierro, hay todo lo que necesitas en Polanco para una buena sesión de compras. Para concluir, Polanco es el lugar perfecto para un fin de semana en el que planeas gastar algo de dinero pero no lo recomiendo para relajarte.",Familia,4,"Zapopan, México",2024-11-11,2024-11-01,Cdmx,Polanco,"¡Qué buen lugar! Esta semana - fin, fuimos a CDMX a hacer nuestro pasaporte francés, nos alojamos en un hotel en Polanco cerca de la embajada francesa, pero nunca pensamos que la experiencia sería tan buena. El lugar es maravilloso, es una mezcla de ciudad moderna, ciudad vieja mexicana y tienen muy buena vibra que se puede comparar con la vibra de SanFrasisco pero con ese pequeño toque mexicano. El lugar está lleno de turistas por lo que de ustedes vienen de otro país, la probabilidad de ver a alguien que vienen de su país es muy alta y eso es algo muy positivo para mí. Entonces hablemos de la diversidad de los restaurantes, desde el francés al italiano, pasando por el portugués y el restaurante mexicano, todo lo que necesita gastronómicamente hablando está aquí en Polanco (recomiendo ir a comer a las 7 donde la vibra está en su máximo potencial). Después de la comida puedes ir a disfrutar de una increíble sesión de compras, con una calle que tiene todas las marcas de lujo como LV, GG, etc, el palacio de hierro más grande de México y Antara a 5 minutos del palacio de hierro, hay todo lo que necesitas en Polanco para una buena sesión de compras. Para concluir, Polanco es el lugar perfecto para un fin de semana en el que planeas gastar algo de dinero pero no lo recomiendo para relajarte.",Positivo,Positivo
Bonito Barrio,Muy bonito barrio. Se siente como ponerse audifonos y momentaneamente no sentir el caos de una ciudadtan grande como CDMX,Familia,5,"Milán, Italia",2024-11-04,2024-11-01,Cdmx,Polanco,Bonito Barrio Muy bonito barrio. Se siente como ponerse audifonos y momentaneamente no sentir el caos de una ciudadtan grande como CDMX,Positivo,Positivo
Mi lugar fav de CDMX,Amo todo el barrio tiene experiencias gastronómicas muy buenas. 7Sus edificios son muy bonitos y salir de noche es toda una experiencia agradable.,Pareja,5,"Morelia, México",2024-07-17,2024-07-01,Cdmx,Polanco,Mi lugar fav de CDMX Amo todo el barrio tiene experiencias gastronómicas muy buenas. 7Sus edificios son muy bonitos y salir de noche es toda una experiencia agradable.,Positivo,Positivo
Zona muy bonita (exclusiva),"Esta zona es uno de los mejores barrios, pero los hoteles son más caros que otros. Barrio seguro, cuenta con las embajadas, y las patrullas de seguridad de todos los niveles siempre presentes y visuales. Tiene “Los Mejores Restaurantes” de la Ciudad de México, como Pujol y Quintonil”.Recomiendo encarecidamente alojarse en la zona, o al menos caminar por las bonitas calles y visitar los parques.",Pareja,5,Estados Unidos,2024-04-26,2024-04-01,Cdmx,Polanco,"Zona muy bonita (exclusiva) Esta zona es uno de los mejores barrios, pero los hoteles son más caros que otros. Barrio seguro, cuenta con las embajadas, y las patrullas de seguridad de todos los niveles siempre presentes y visuales. Tiene “Los Mejores Restaurantes” de la Ciudad de México, como Pujol y Quintonil”.Recomiendo encarecidamente alojarse en la zona, o al menos caminar por las bonitas calles y visitar los parques.",Positivo,Positivo
La mejor parte de la ciudad,"Es simplemente una de las mejores zonas de la ciudad.Excelente arquitectura, increíbles opciones de comida, tiendas y también se siente seguro y limpio.",Pareja,5,"Melbourne, Australia",2024-04-18,2024-04-01,Cdmx,Polanco,"La mejor parte de la ciudad Es simplemente una de las mejores zonas de la ciudad.Excelente arquitectura, increíbles opciones de comida, tiendas y también se siente seguro y limpio.",Positivo,Positivo
sin titulo,"Polanco es un distrito céntrico en la Ciudad de México que cuenta con muchos buenos hoteles, restaurantes, tiendas y casas. La zona es segura y es un gran lugar para caminar. Aunque en el corazón de la ciudad hay algunos parques pequeños y uno más grande al otro lado de La Reforma.",Solitario,5,Colonia exclusiva de la Ciudad de México,2024-03-09,2024-03-01,Cdmx,Polanco,"Polanco es un distrito céntrico en la Ciudad de México que cuenta con muchos buenos hoteles, restaurantes, tiendas y casas. La zona es segura y es un gran lugar para caminar. Aunque en el corazón de la ciudad hay algunos parques pequeños y uno más grande al otro lado de La Reforma.",Positivo,Positivo
