Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia,Ciudad,Atraccion,TituloReview
Gran momento divertido,"El paseo en barco, la cena y el transporte fue excelente y profesional. El guía era Héctor. Era informativo, divertido y entretenido. El capitán del barco era bueno... ¡Lo pasé muy bien! Gracias X Caret. ¡Sigues haciéndolo muy bien para mantener el listón alto!",Familia,5,ProtonNeutron1492,2025-03-07,2025-03-01,Cancun,Xoximilco Cancun By Xcaret,"Gran momento divertido. El paseo en barco, la cena y el transporte fue excelente y profesional. El guía era Héctor. Era informativo, divertido y entretenido. El capitán del barco era bueno... ¡Lo pasé muy bien! Gracias X Caret. ¡Sigues haciéndolo muy bien para mantener el listón alto!."
Barco divertido,"Definitivamente una fiesta de tres horas. Mucho baile y canto, y beber si quieres. Gran música y ambiente muy divertido. La comida - todos los platos típicos mexicanos y dulces eran muy buenos, también. Y hermosas instalaciones.",Familia,5,"Greensboro, Carolina del Norte",2025-03-05,2025-03-01,Cancun,Xoximilco Cancun By Xcaret,"Barco divertido. Definitivamente una fiesta de tres horas. Mucho baile y canto, y beber si quieres. Gran música y ambiente muy divertido. La comida - todos los platos típicos mexicanos y dulces eran muy buenos, también. Y hermosas instalaciones."
Un gran momento!!,Héctor y Roberto fueron excelentes. ¡Sigue la fiesta! Realmente disfruté de esto; nuestra tercera vez en xochimilco cancún. Gran bebida y música. ¡Muy recomendable!,Familia,5,anonimo,2025-03-04,2025-03-01,Cancun,Xoximilco Cancun By Xcaret,Un gran momento!!. Héctor y Roberto fueron excelentes. ¡Sigue la fiesta! Realmente disfruté de esto; nuestra tercera vez en xochimilco cancún. Gran bebida y música. ¡Muy recomendable!.
Excelente y lo que sigue de ahí...,"Excelente trato, todo el recorrido estuvo muy entretenido y animado.  No me queria bajar de la trajinera, jajaja Felicidades por tan bonito trabajo!",Amigos,5,anonimo,2025-02-27,2025-02-01,Cancun,Xoximilco Cancun By Xcaret,"Excelente y lo que sigue de ahí... Excelente trato, todo el recorrido estuvo muy entretenido y animado.  No me queria bajar de la trajinera, jajaja Felicidades por tan bonito trabajo!."
El mejor parque,"El mejor parque de Xcaret, el mejor ambiente gracias as Julio César por ser tan buen anfitrión 🙌🏼🥳🎉sin duda volveré muy pronto 🏝️",Amigos,5,anonimo,2025-02-27,2025-02-01,Cancun,Xoximilco Cancun By Xcaret,"El mejor parque. El mejor parque de Xcaret, el mejor ambiente gracias as Julio César por ser tan buen anfitrión 🙌🏼🥳🎉sin duda volveré muy pronto 🏝️."
Maravilloso,"Muy buen servicio, la cena, bebidas y postres de lo mejor 😋 Puntuales, servicio de calidad. Los alimentos  de lo mejor  los guías con muy buena actitud y disponibilidad",Amigos,5,emmanuel e,2025-02-21,2025-02-01,Cancun,Xoximilco Cancun By Xcaret,"Maravilloso. Muy buen servicio, la cena, bebidas y postres de lo mejor 😋 Puntuales, servicio de calidad. Los alimentos  de lo mejor  los guías con muy buena actitud y disponibilidad."
"Fiesta mexicana, muy buena atención","El ambiente de fiesta y la animación del anfitrión de la trajinera Ricardo Romero fueron excelentes.El recorrido esta muy bien concebido y organizado, se pasa un rato agrdable y diferente.",Familia,5,anonimo,2025-02-18,2025-02-01,Cancun,Xoximilco Cancun By Xcaret,"Fiesta mexicana, muy buena atención. El ambiente de fiesta y la animación del anfitrión de la trajinera Ricardo Romero fueron excelentes.El recorrido esta muy bien concebido y organizado, se pasa un rato agrdable y diferente."
Experiencia divertida,Es un recorrido que sí o sí tienen que tomar me la pasé increíble hacen dinámicas muy padres convives con desconocidos. Bryan  el chico que nos hizo el recorrido fue muy amigable amable divertido desde el comienzo también nos encantaron las fotos que nos tomaron  en ese lugar nos buscaban para tomarnos fotos y nos decían como posar definitivamente valen la pena el tur y las fotos . mexicanos y turistas es algo que se disfruta con una experiencia única y divertida definitivamente es un lugar que visitaría cientos de veces y recomendaría ampliamente  sin problema 10 de 10 saludos 👋 espero visitarlos de nuevo en agosto,Familia,5,anonimo,2025-02-09,2025-02-01,Cancun,Xoximilco Cancun By Xcaret,Experiencia divertida. Es un recorrido que sí o sí tienen que tomar me la pasé increíble hacen dinámicas muy padres convives con desconocidos. Bryan  el chico que nos hizo el recorrido fue muy amigable amable divertido desde el comienzo también nos encantaron las fotos que nos tomaron  en ese lugar nos buscaban para tomarnos fotos y nos decían como posar definitivamente valen la pena el tur y las fotos . mexicanos y turistas es algo que se disfruta con una experiencia única y divertida definitivamente es un lugar que visitaría cientos de veces y recomendaría ampliamente  sin problema 10 de 10 saludos 👋 espero visitarlos de nuevo en agosto.
"Me gusto mucho lo recomiendo, es un lugar para ver el mar y poder comer súper buena la música. Lo recomiendo","Súper buena la atención y la comida, recomiendo mucho este lugar igual al que nos atendió marco. La música es muy agradable y el ambiente",Amigos,5,anonimo,2025-07-10,2025-07-01,Cancun,Avenida Kukulkan,"Me gusto mucho lo recomiendo, es un lugar para ver el mar y poder comer súper buena la música. Lo recomiendo. Súper buena la atención y la comida, recomiendo mucho este lugar igual al que nos atendió marco. La música es muy agradable y el ambiente."
"Me encanto coco bongo, una experiencia diferente","Me pareció sobrevalorado, tiene lugares lindos si, pero no cumplió mis expectativas, en cuanto al servicio del hotel (hard rock Riviera maya) instalaciones muy cómodas, diferentes ambientes de restaurantes y un servicio muy bueno.",Negocios,4,anonimo,2025-03-31,2025-03-01,Cancun,Avenida Kukulkan,"Me encanto coco bongo, una experiencia diferente. Me pareció sobrevalorado, tiene lugares lindos si, pero no cumplió mis expectativas, en cuanto al servicio del hotel (hard rock Riviera maya) instalaciones muy cómodas, diferentes ambientes de restaurantes y un servicio muy bueno."
No es lo que fue,"Antes era una avenida muy pintoresca, decorada con columnas que simulaban ser monumentos mayas. Ahora los quitaron, se puede encontrar cada tanto un restaurante, estan todos los hoteles. Lo bueno es que el transporte publico es bueno, rapido y frecuente. Y no es caro, el boleto cuesta 12 MXN. En uno de sus extremos hay 2 malls, y una rueda gigante.",Familia,3,"Montevideo, Uruguay",2024-05-29,2024-05-01,Cancun,Avenida Kukulkan,"No es lo que fue. Antes era una avenida muy pintoresca, decorada con columnas que simulaban ser monumentos mayas. Ahora los quitaron, se puede encontrar cada tanto un restaurante, estan todos los hoteles. Lo bueno es que el transporte publico es bueno, rapido y frecuente. Y no es caro, el boleto cuesta 12 MXN. En uno de sus extremos hay 2 malls, y una rueda gigante."
Buena ubicación,"Ubicacion conveniente. Vía principal, fácil acceso a rutas de buses locales, lugares turísticos, centros comerciales, restaurantes, actividades y hoteles.",Familia,5,"Atlanta, GA",2024-05-16,2023-07-01,Cancun,Avenida Kukulkan,"Buena ubicación. Ubicacion conveniente. Vía principal, fácil acceso a rutas de buses locales, lugares turísticos, centros comerciales, restaurantes, actividades y hoteles."
Una buena avenida,Esta avenida es una de las más importantes y la realidad es que si tiene mucho que ofrecer. Es una de las que más visito cuando estoy en Cancún.,Amigos,5,anonimo,2024-03-07,2024-02-01,Cancun,Avenida Kukulkan,Una buena avenida. Esta avenida es una de las más importantes y la realidad es que si tiene mucho que ofrecer. Es una de las que más visito cuando estoy en Cancún.
Grandes vacaciones de Navidad,"Este complejo es increíble. ¡Nos encantó todo sobre eso! La comida era deliciosa. Las bebidas eran de primera categoría. El servicio en todas partes fue muy bueno, desde la playa hasta el servicio de limpieza.",Pareja,5,anonimo,2024-03-01,2023-12-01,Cancun,Avenida Kukulkan,"Grandes vacaciones de Navidad. Este complejo es increíble. ¡Nos encantó todo sobre eso! La comida era deliciosa. Las bebidas eran de primera categoría. El servicio en todas partes fue muy bueno, desde la playa hasta el servicio de limpieza."
Un símbolo de la zona hotelera y de todo Cancún,"La avenida Kukulcán a lo largo de sus 26 kms. une todos los hoteles de la zona hotelera de norte a sur, inicia saliendo de Cancún y termina cerca del acceso al aeropuerto. Las numerosas líneas de ""camiones"" (ómnibus) trasladan a los turistas de los hoteles más distantes a la zona más céntrica y viceversa.",Familia,4,"Nassau, Isla Nueva Providencia",2024-02-22,2023-03-01,Cancun,Avenida Kukulkan,"Un símbolo de la zona hotelera y de todo Cancún. La avenida Kukulcán a lo largo de sus 26 kms. une todos los hoteles de la zona hotelera de norte a sur, inicia saliendo de Cancún y termina cerca del acceso al aeropuerto. Las numerosas líneas de ""camiones"" (ómnibus) trasladan a los turistas de los hoteles más distantes a la zona más céntrica y viceversa."
Me quedé aquí,Creo que es un gran lugar para ir a cenar o salir por la noche. Pero estuve aquí mucho tiempo durante mis vacaciones y no creo que haya sido una buena elección para mí.La próxima vez elegiré un lugar más tranquilo.,Pareja,5,"Sarajevo, Bosnia-Herzegovina",2024-01-26,2024-01-01,Cancun,Avenida Kukulkan,Me quedé aquí. Creo que es un gran lugar para ir a cenar o salir por la noche. Pero estuve aquí mucho tiempo durante mis vacaciones y no creo que haya sido una buena elección para mí.La próxima vez elegiré un lugar más tranquilo.
Si Las Vegas estuviera en el Caribe,"Un hermoso y largo bulevar bordeado de numerosos centros turísticos y zonas verdes llenas de palmeras. Es agradable pasear por él de día y de noche. Muchos restaurantes, casinos y tiendas.",Amigos,5,Perú,2023-11-15,2023-01-01,Cancun,Avenida Kukulkan,"Si Las Vegas estuviera en el Caribe. Un hermoso y largo bulevar bordeado de numerosos centros turísticos y zonas verdes llenas de palmeras. Es agradable pasear por él de día y de noche. Muchos restaurantes, casinos y tiendas."
La mejor elección.,"La avenida Kukulkan es fantástica. Es ideal para correr o caminar, para tomar un bus o andar en bici, tanto de día como de noche. Conecta todo: hoteles, shoppings, restos, bancos y atracciones. Fue fantástico estar cerca de esta avenida, super iluminada, con mucho movimiento a toda hora. La zona hotelera de Cancún es sin dudas la mejor elección cuando se busca alojamiento en este magnífico destino.",desconocido,5,"Los Ángeles, CA",2023-03-07,2023-01-01,Cancun,Avenida Kukulkan,"La mejor elección. La avenida Kukulkan es fantástica. Es ideal para correr o caminar, para tomar un bus o andar en bici, tanto de día como de noche. Conecta todo: hoteles, shoppings, restos, bancos y atracciones. Fue fantástico estar cerca de esta avenida, super iluminada, con mucho movimiento a toda hora. La zona hotelera de Cancún es sin dudas la mejor elección cuando se busca alojamiento en este magnífico destino."
zona hotelera Cancun,"ir en bus publico, taxi o bus turistico hop on hop off (U$S 16), bajar en Playa Tortugas(hay OXXO por víveres)  y Playa Gaviota Azul para playa mar tranquilo, desde aca al sur mar bravo olas, luego caminar zona Cocobongo, precio altos, cambio moneda, shoppings caros no vale la pena perder tiempo, con el mar hermoso hay corredores(pasajes) entre algunos hoteles para quela gente pase a la playa publica.  Zona artesanias, restaurantes.",desconocido,4,"Montevideo, Uruguay",2023-02-12,2023-02-01,Cancun,Avenida Kukulkan,"zona hotelera Cancun. ir en bus publico, taxi o bus turistico hop on hop off (U$S 16), bajar en Playa Tortugas(hay OXXO por víveres)  y Playa Gaviota Azul para playa mar tranquilo, desde aca al sur mar bravo olas, luego caminar zona Cocobongo, precio altos, cambio moneda, shoppings caros no vale la pena perder tiempo, con el mar hermoso hay corredores(pasajes) entre algunos hoteles para quela gente pase a la playa publica.  Zona artesanias, restaurantes."
Conexiones,"Esta avenida conecta la zona hotelera, shoppings, casas de cambio, propuestas gastronómicas y de entretenimiento.Se puede pasear caminando o recorrerla en los buses que pasan continuamente.",desconocido,4,"Buenos Aires, Argentina",2023-01-23,2022-12-01,Cancun,Avenida Kukulkan,"Conexiones. Esta avenida conecta la zona hotelera, shoppings, casas de cambio, propuestas gastronómicas y de entretenimiento.Se puede pasear caminando o recorrerla en los buses que pasan continuamente."
Tranquilidad absoluta,"Pasear por este lugar me hizo sentir muy tranquila y en armonía, perdí la noción del tiempo mientras caminaba por aquí, lo amé.",desconocido,5,"Ciudad de México, México",2022-11-18,2022-09-01,Cancun,Avenida Kukulkan,"Tranquilidad absoluta. Pasear por este lugar me hizo sentir muy tranquila y en armonía, perdí la noción del tiempo mientras caminaba por aquí, lo amé."
Para pasear,"Una buen opción para pasar el día, disfrutarlo con comida, caminando y comprando cosas, hay muchas personas haciendo distintas actividades y se puede caminar con seguridad, es perfecto para desestresarse y hacer compras de todo tipo.",desconocido,5,Perú,2022-11-15,2022-11-01,Cancun,Avenida Kukulkan,"Para pasear. Una buen opción para pasar el día, disfrutarlo con comida, caminando y comprando cosas, hay muchas personas haciendo distintas actividades y se puede caminar con seguridad, es perfecto para desestresarse y hacer compras de todo tipo."
